"","v Afghanistan","v Australia","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v New Zealand","v Pakistan","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"409",18,37,26,12,19,19,18,19,17,18,10,17,19,9,18
"410",18,38,24,10,18,21,19,19,18,19,9,17,18,12,18
"411",18,38,25,11,19,20,18,18,19,18,12,15,19,13,20
"412",17,36,24,11,18,20,19,18,19,18,7,14,19,12,18
"413",19,38,24,12,18,22,18,18,18,18,11,13,18,10,19
"414",18,36,23,10,18,20,18,19,18,18,10,10,19,14,18
"415",18,37,25,11,18,20,19,19,18,18,13,16,18,16,18
"416",18,37,22,12,19,22,18,19,19,18,9,18,18,14,19
"417",18,39,19,10,18,22,19,19,18,18,12,14,18,9,18
"418",19,38,22,12,19,21,18,19,18,19,12,11,18,8,19
"419",19,38,30,12,18,20,18,18,19,18,10,17,18,6,18
"420",18,34,23,12,18,20,18,18,17,18,12,11,19,8,18
"421",19,36,21,10,18,20,18,19,19,19,10,16,18,11,18
"422",18,37,22,10,18,21,18,18,19,18,8,17,18,9,18
"423",18,34,20,10,18,20,18,18,18,18,9,13,18,8,18
"424",18,39,25,11,18,22,18,18,19,18,10,17,18,11,18
"425",18,37,19,11,19,20,17,18,18,18,10,18,18,9,19
"426",18,37,28,10,18,21,19,19,17,19,12,13,18,6,18
"427",19,37,27,11,18,19,19,18,18,18,9,13,18,8,18
"428",18,37,30,12,18,21,18,18,18,18,10,12,18,11,18
"429",18,37,24,10,18,20,18,19,18,18,11,16,18,6,19
"430",19,38,24,11,18,21,18,18,19,18,9,13,18,8,18
"431",19,36,22,12,18,17,19,18,19,18,11,12,18,8,18
"432",19,36,24,10,18,22,18,18,18,19,10,11,18,11,18
"433",18,35,27,12,18,19,18,19,19,19,8,16,18,7,18
"434",19,34,22,10,18,19,18,19,18,18,11,18,18,8,19
"435",19,36,21,10,18,20,18,18,18,18,9,13,18,9,19
"436",19,35,20,12,18,20,19,18,18,18,10,15,18,8,19
"437",18,36,23,10,19,22,19,19,19,19,10,16,18,13,18
"438",18,35,23,11,18,22,18,20,18,18,10,15,19,11,19
"439",19,37,24,11,19,21,18,19,19,18,10,20,18,14,19
"440",18,34,20,11,18,19,17,18,18,18,12,15,18,8,18
"441",18,38,30,11,20,21,19,19,18,18,10,16,18,8,18
"442",18,36,25,11,18,22,19,19,19,18,8,11,18,9,18
"443",18,38,21,10,18,22,18,18,18,18,10,12,18,15,18
"444",18,37,28,11,18,23,18,18,18,18,9,28,18,13,18
"445",18,35,27,11,19,21,18,18,18,18,10,16,18,9,18
"446",18,38,23,10,18,20,18,18,18,19,9,15,18,7,18
"447",17,35,22,12,18,21,19,19,18,18,12,14,18,9,19
"448",18,35,24,10,19,20,19,18,18,18,10,15,18,12,19
"449",18,38,27,11,18,20,18,19,19,19,11,20,19,9,18
"450",19,35,26,12,18,20,19,18,18,18,11,16,18,12,19
"451",18,39,24,10,19,23,18,19,18,18,9,17,18,12,18
"452",18,36,20,10,19,20,18,18,18,19,11,13,17,13,18
"453",18,37,26,12,18,24,19,19,18,18,9,13,18,8,19
"454",19,38,25,11,19,22,18,18,19,19,11,21,18,16,19
"455",19,38,25,12,19,21,18,18,19,18,11,14,18,9,18
"456",18,39,22,10,19,22,18,18,19,18,9,17,18,9,19
"457",18,36,32,12,18,19,18,19,18,18,9,15,18,8,18
"458",19,40,20,11,18,19,18,19,19,18,11,14,18,9,19
"459",18,36,27,12,19,21,18,19,18,19,9,20,18,15,18
"460",18,39,23,10,19,20,19,18,17,18,10,17,18,11,18
"461",19,39,24,12,19,19,19,18,18,18,10,17,18,10,18
"462",18,36,24,10,19,21,19,19,18,18,10,13,18,9,18
"463",18,39,22,12,18,21,18,18,18,18,11,18,18,9,19
"464",18,38,24,12,18,20,18,18,18,18,12,16,18,9,18
"465",18,36,25,11,18,20,18,19,18,17,11,13,19,9,18
"466",18,39,25,11,18,19,19,18,19,18,12,15,18,9,18
"467",19,39,27,11,18,20,19,19,19,19,10,19,19,11,19
"468",18,37,22,14,18,22,19,19,18,19,11,14,18,12,18
"469",18,36,23,11,18,19,19,18,18,18,11,11,18,10,18
"470",18,37,26,10,19,21,18,19,19,18,10,20,19,11,18
"471",18,37,22,11,18,23,19,18,18,18,11,14,18,7,18
"472",17,35,24,10,19,21,19,19,18,19,11,15,19,17,19
"473",19,35,23,12,19,21,18,18,19,18,8,13,18,10,18
"474",18,36,23,11,18,21,19,17,18,19,12,12,18,9,18
"475",19,36,20,13,18,22,18,18,18,19,11,13,18,9,18
"476",19,37,22,10,18,21,18,18,18,18,9,15,19,10,18
"477",18,34,23,13,19,21,18,18,18,18,11,12,18,8,18
"478",18,40,21,11,19,20,18,18,18,18,10,15,18,11,19
"479",18,34,24,11,18,21,18,18,18,19,10,16,18,13,19
"480",18,37,23,11,18,19,19,18,19,18,9,16,18,5,18
"481",19,39,19,11,18,20,19,19,18,18,12,14,18,14,19
"482",19,33,24,10,18,22,19,19,19,18,8,11,18,10,18
"483",18,35,24,10,18,21,18,19,18,18,11,12,18,14,18
"484",18,36,22,11,19,20,19,18,18,18,8,15,18,9,19
"485",18,35,26,11,18,19,18,17,19,18,9,19,19,7,19
"486",18,37,23,12,19,22,18,18,19,19,10,11,19,16,18
"487",18,36,25,10,19,20,18,18,19,18,7,11,18,10,18
"488",18,37,23,9,18,21,18,18,18,18,10,19,18,10,18
"489",18,39,25,11,17,20,18,17,18,18,12,14,18,7,19
"490",17,34,24,10,18,19,18,19,19,19,10,14,18,9,19
"491",18,37,20,12,19,18,18,18,18,19,8,14,18,10,18
"492",19,35,25,11,19,19,18,18,18,18,11,11,18,10,19
"493",18,36,23,11,18,21,19,18,18,18,9,14,19,10,19
"494",18,37,24,12,18,21,19,18,18,18,9,16,19,7,18
"495",18,38,24,11,19,20,18,18,19,19,8,10,18,10,19
"496",19,36,26,11,19,19,18,18,18,18,12,12,19,11,18
"497",19,36,24,12,19,22,19,18,18,19,9,24,18,12,18
"498",18,37,21,10,18,24,19,19,18,18,9,13,18,10,18
"499",18,35,21,11,18,20,18,19,19,19,11,14,18,12,18
"500",18,35,21,10,17,18,18,18,19,19,9,19,19,7,18
"501",18,36,22,10,18,21,18,18,18,18,12,17,18,8,18
"502",19,36,26,10,19,20,18,18,18,18,9,12,18,7,19
"503",18,36,23,11,18,20,17,18,19,18,9,16,18,10,18
"504",18,35,26,11,18,20,19,18,19,18,12,16,18,12,18
"505",19,37,22,11,18,20,18,18,18,18,8,10,19,10,19
"506",19,36,25,10,18,20,18,18,19,18,10,19,18,7,18
"507",19,35,26,12,19,19,19,19,18,19,11,17,19,12,18
"508",18,33,25,11,18,20,19,18,18,18,9,14,19,13,19
"509",18,36,23,11,19,22,18,18,18,18,8,12,18,16,18
"510",18,36,23,11,19,21,18,19,18,18,9,17,19,11,18
"511",18,36,22,10,18,22,18,19,18,18,9,15,18,16,18
"512",19,38,23,10,18,22,18,17,18,18,11,22,18,10,18
"513",19,35,24,11,18,21,17,18,18,18,10,17,18,8,18
"514",18,37,25,11,18,20,18,18,19,19,12,14,18,10,19
"515",18,36,24,11,18,20,19,18,18,18,10,15,18,9,19
"516",19,35,19,12,18,19,18,19,18,18,10,14,19,9,18
"517",19,38,28,10,19,20,18,18,18,18,10,16,18,10,18
"518",19,36,28,12,18,20,19,19,18,19,9,13,18,8,18
"519",19,37,26,11,18,22,18,19,18,18,11,16,18,9,18
"520",18,41,17,11,19,23,18,18,18,19,10,15,19,15,18
"521",19,36,21,11,18,21,18,17,18,18,9,16,18,12,18
"522",19,37,23,10,19,20,19,18,19,18,10,17,18,6,18
"523",18,34,21,10,18,20,18,18,18,18,9,26,18,7,18
"524",18,38,25,10,18,19,18,19,19,18,9,13,18,6,19
"525",18,37,22,11,18,22,18,18,18,18,8,18,18,10,19
"526",18,34,24,12,19,21,19,18,19,18,11,17,18,6,19
"527",19,34,24,10,18,20,18,19,18,19,12,14,18,8,18
"528",19,36,27,11,18,19,19,18,18,19,8,13,18,14,18
"529",19,39,23,11,18,22,19,19,18,18,10,18,19,14,18
"530",18,39,21,10,18,21,18,18,18,18,8,16,17,10,19
"531",18,38,23,11,19,21,18,19,18,19,11,13,18,10,18
"532",18,37,25,11,18,21,18,18,19,18,10,14,19,12,18
"533",18,35,20,12,19,20,18,19,19,18,11,10,19,10,18
"534",18,37,24,12,19,19,19,19,18,18,10,16,18,15,19
"535",19,34,22,11,19,21,19,19,18,18,12,18,18,11,18
"536",18,34,26,11,18,21,19,18,18,18,10,13,18,10,18
"537",18,35,23,11,19,23,18,18,19,18,9,16,19,7,19
"538",19,37,29,11,18,20,18,18,18,19,9,15,18,12,18
"539",18,37,24,12,19,20,18,18,18,19,10,16,18,20,18
"540",18,38,23,10,18,21,18,18,18,18,11,16,18,9,19
"541",18,37,24,12,18,20,18,17,19,19,10,14,19,14,19
"542",19,37,24,10,19,21,18,18,18,18,12,14,18,13,18
"543",19,37,22,11,18,20,19,19,19,18,9,17,19,14,19
"544",18,37,26,11,18,19,18,18,19,18,12,12,18,14,18
"545",19,36,20,11,18,22,18,18,18,18,10,14,18,9,17
"546",18,38,28,11,18,20,18,18,18,18,12,12,18,10,19
"547",18,36,23,11,18,20,18,18,18,18,11,19,18,9,18
"548",18,35,25,13,18,19,18,18,18,18,11,18,18,7,18
"549",18,35,24,10,18,21,18,19,19,18,9,14,18,9,18
"550",19,38,26,11,18,20,19,18,18,19,11,19,18,8,19
"551",19,38,26,11,18,21,18,18,18,19,13,14,18,6,19
"552",18,33,22,11,18,20,19,18,18,18,9,13,19,8,19
"553",19,35,18,10,19,19,18,19,19,18,10,21,17,8,18
"554",19,37,26,12,19,20,18,18,18,18,9,16,18,9,18
"555",18,37,23,10,18,20,18,18,18,18,11,13,18,8,18
"556",19,37,22,10,18,19,19,18,18,18,11,19,19,10,18
"557",18,38,25,12,18,19,18,19,19,18,10,19,17,10,18
"558",19,37,27,11,19,20,18,18,19,17,10,13,18,6,18
"559",18,35,19,12,19,20,19,19,18,18,9,16,18,15,18
"560",18,36,24,10,18,20,18,19,18,18,12,15,18,7,18
"561",19,33,24,11,18,20,18,18,19,18,11,16,18,12,19
"562",18,35,24,12,19,23,18,18,19,19,9,16,19,8,18
"563",18,36,18,9,19,19,18,18,18,18,9,14,19,10,19
"564",18,36,22,12,18,19,18,18,18,18,9,21,18,13,18
"565",18,36,24,10,19,19,18,18,19,19,10,15,18,11,18
"566",19,39,24,11,18,21,19,18,19,19,14,13,19,9,18
"567",18,38,23,10,19,19,18,18,18,18,10,14,18,12,18
"568",18,33,24,10,18,20,19,18,19,19,10,19,18,10,18
"569",19,40,24,11,18,20,19,18,18,18,11,17,18,15,19
"570",18,35,21,12,19,21,18,18,18,18,9,14,18,14,18
"571",18,36,27,11,19,19,19,18,18,18,9,15,18,8,19
"572",19,37,26,12,19,22,18,18,18,19,9,16,19,17,19
"573",18,33,25,11,19,21,18,19,18,18,12,18,19,13,19
"574",18,38,25,12,19,23,19,19,18,18,7,15,18,17,18
"575",18,39,26,11,18,22,17,18,18,18,10,15,19,11,18
"576",18,33,27,11,19,21,19,18,18,18,9,13,18,11,19
"577",18,38,26,12,18,23,19,18,18,18,13,15,18,13,18
"578",19,36,30,11,18,22,18,19,18,18,10,15,18,10,18
"579",18,34,26,11,19,21,19,19,18,18,12,14,19,5,19
"580",18,38,24,11,18,20,18,18,18,18,9,14,19,7,18
"581",18,36,25,11,19,21,17,19,19,18,10,17,19,8,19
"582",18,38,23,10,18,22,18,18,19,18,10,22,18,12,18
"583",19,37,23,11,19,22,19,18,18,18,10,18,19,9,18
"584",18,38,24,10,19,20,19,18,18,18,11,18,18,8,18
"585",18,35,22,12,19,20,19,18,19,18,10,17,18,13,18
"586",19,39,22,11,18,21,18,19,18,18,10,13,18,10,19
"587",19,35,25,12,18,18,18,19,18,18,9,13,19,4,18
"588",18,35,21,11,19,22,18,19,19,17,10,17,18,10,19
"589",19,36,26,10,19,20,18,18,18,19,9,12,19,6,19
"590",18,37,29,11,18,21,18,19,18,18,11,14,19,11,18
"591",17,37,22,11,19,22,19,18,18,18,10,19,18,8,19
"592",19,37,20,11,18,19,18,18,19,19,10,17,18,8,19
"593",19,37,28,13,19,22,19,18,19,18,11,16,18,7,18
"594",18,40,27,10,18,21,18,18,18,19,10,16,18,13,19
"595",18,36,27,12,18,19,18,19,18,18,11,17,18,11,19
"596",18,36,24,10,18,22,18,18,18,18,9,12,18,7,18
"597",19,34,23,10,18,20,18,18,18,19,10,14,18,10,19
"598",18,39,23,11,18,20,18,18,18,18,11,16,19,12,18
"599",18,37,23,9,19,21,18,19,19,19,11,10,18,13,18
"600",18,36,27,11,18,21,18,19,19,18,11,16,18,6,19
"601",18,35,24,12,18,21,19,19,17,19,11,16,19,9,18
"602",19,37,23,12,18,21,19,18,19,18,11,21,19,16,18
"603",19,38,21,11,18,19,19,18,19,19,10,18,18,13,18
"604",18,38,24,12,19,20,18,19,19,18,12,15,18,12,18
"605",18,39,24,9,19,21,18,18,18,18,10,14,18,19,18
"606",19,37,27,12,18,20,18,19,18,19,10,18,19,9,19
"607",18,36,26,10,18,20,18,18,19,18,8,17,19,14,18
"608",18,39,24,11,18,22,18,18,18,18,12,20,18,12,18
"609",19,34,20,11,19,19,19,18,19,19,10,10,18,6,19
"610",19,37,23,11,18,21,18,18,18,18,10,12,19,7,19
"611",18,40,24,11,18,22,18,18,18,19,10,19,18,7,18
"612",19,36,25,10,18,19,18,19,18,18,13,15,18,7,18
"613",18,36,24,10,19,20,18,18,18,18,10,15,18,8,18
"614",18,36,23,11,18,18,18,18,18,19,12,14,18,15,18
"615",18,36,21,9,18,20,19,18,18,18,10,14,18,9,18
"616",18,35,27,12,19,20,18,18,18,19,11,16,18,10,18
"617",19,36,27,11,18,20,19,18,18,19,10,13,19,12,18
"618",19,36,21,11,19,20,18,18,19,18,10,19,18,9,19
"619",18,36,22,9,18,21,18,19,18,17,11,25,18,14,18
"620",19,38,23,11,18,22,18,19,19,18,9,16,19,10,19
"621",18,37,24,12,18,20,18,18,18,18,11,16,18,9,18
"622",18,35,26,12,19,19,18,18,19,19,9,21,18,16,18
"623",19,35,21,11,18,21,19,18,18,18,8,17,18,8,19
"624",19,42,25,11,19,22,18,18,19,18,10,14,18,15,19
"625",18,35,34,10,19,18,18,19,18,18,11,16,19,9,18
"626",18,36,24,11,18,21,18,18,18,19,13,14,18,13,19
"627",18,38,19,10,18,21,18,19,18,18,9,13,18,18,18
"628",19,36,27,11,18,21,18,18,18,18,12,23,18,10,18
"629",19,39,24,11,18,20,19,18,19,19,10,16,19,10,19
"630",18,39,21,11,18,20,18,19,18,19,11,17,19,9,17
"631",19,36,22,10,19,24,18,18,18,17,11,16,18,11,18
"632",18,36,24,11,19,22,19,19,18,18,8,16,18,11,18
"633",19,38,23,11,18,22,18,18,18,18,10,16,18,13,18
"634",18,35,27,9,18,21,18,19,18,18,9,12,18,7,19
"635",18,38,28,12,19,21,18,18,19,18,11,17,18,14,18
"636",19,40,28,12,18,19,18,18,17,18,10,19,18,10,17
"637",17,37,20,12,18,20,18,18,19,18,14,16,18,8,18
"638",18,36,20,12,19,21,18,18,19,18,9,17,18,9,18
"639",18,39,21,11,18,19,18,19,19,18,10,13,18,8,18
"640",18,37,25,12,18,20,18,18,19,19,11,17,18,8,18
"641",18,37,23,12,18,20,19,18,18,18,10,19,18,12,18
"642",18,34,25,12,19,19,18,18,18,18,12,17,18,7,18
"643",18,38,23,13,19,20,18,18,18,18,12,12,18,9,18
"644",18,38,24,10,19,22,18,18,18,19,9,13,18,8,19
"645",18,37,26,12,18,19,19,18,18,19,9,15,18,14,18
"646",18,35,23,10,18,20,19,18,18,18,9,24,18,8,18
"647",18,36,24,10,19,23,18,19,18,19,8,17,18,9,18
"648",18,35,23,11,18,20,18,18,18,18,10,18,18,11,18
"649",18,40,28,10,18,20,19,19,18,19,11,17,18,10,18
"650",18,35,24,11,18,20,18,18,18,18,9,19,18,13,19
"651",18,37,26,10,18,19,18,19,18,19,11,15,20,9,18
"652",18,41,23,11,19,21,19,19,18,19,11,13,19,9,19
"653",18,38,25,11,18,19,18,18,18,18,10,14,18,7,18
"654",18,37,26,11,18,18,18,18,19,18,14,18,17,10,20
"655",18,36,21,12,18,20,18,19,19,18,8,12,19,7,19
"656",18,35,25,12,19,21,19,18,18,19,11,17,18,16,19
"657",18,38,22,10,19,19,18,18,19,19,10,12,18,10,18
"658",19,36,23,10,18,19,18,18,19,18,11,13,19,10,18
"659",18,38,21,10,18,20,19,18,18,19,11,16,18,7,18
"660",18,36,16,11,18,22,19,18,18,19,10,12,18,10,19
"661",18,39,23,11,18,20,18,18,18,18,9,20,19,10,18
"662",19,36,26,12,19,21,19,19,18,18,6,12,18,11,18
"663",19,36,24,12,19,22,18,18,19,18,11,14,18,10,18
"664",17,36,26,11,19,19,19,18,18,19,11,20,18,8,19
"665",18,39,29,13,18,21,18,18,19,18,13,12,18,7,18
"666",18,40,26,12,19,20,19,18,18,19,9,16,19,12,18
"667",19,37,26,11,18,19,18,18,18,18,10,18,18,10,19
"668",18,38,26,10,19,19,19,18,18,19,9,15,18,9,18
"669",19,36,24,11,18,21,18,18,18,19,10,15,18,8,19
"670",18,35,23,10,18,21,18,18,18,18,12,11,18,12,18
"671",19,34,24,10,19,22,17,18,18,18,8,14,19,11,17
"672",18,37,22,11,19,21,18,18,18,19,10,16,18,14,19
"673",18,35,21,10,18,21,17,18,19,18,10,20,18,7,18
"674",17,38,23,11,18,19,18,18,19,18,10,21,18,10,19
"675",18,40,21,13,19,21,19,18,18,19,9,20,18,12,19
"676",19,33,25,12,18,22,18,18,18,19,10,16,18,12,18
"677",18,36,20,11,18,19,19,18,18,18,10,20,19,8,18
"678",19,37,25,11,19,21,19,18,18,18,10,16,18,13,19
"679",18,35,28,12,18,21,18,19,19,19,8,16,19,10,18
"680",19,37,27,11,18,20,18,19,18,19,11,13,18,13,19
"681",18,37,21,11,19,20,19,18,18,18,10,14,18,9,19
"682",18,38,28,11,19,20,19,18,18,18,12,12,18,17,19
"683",18,35,25,12,18,19,18,18,17,18,9,18,18,15,18
"684",19,38,25,9,18,20,18,18,18,18,9,18,18,5,18
"685",19,37,21,11,19,23,18,18,18,19,12,13,18,9,18
"686",18,36,27,10,18,22,18,18,18,18,9,9,19,12,18
"687",18,36,25,13,19,21,18,18,18,18,10,16,18,10,18
"688",19,38,30,12,19,21,19,19,18,18,9,18,19,15,19
"689",18,35,22,11,18,20,18,18,18,19,11,20,19,10,19
"690",19,36,22,11,19,22,19,19,19,19,10,12,18,7,18
"691",18,36,24,11,20,19,19,18,19,18,9,13,18,8,19
"692",17,35,26,12,18,21,18,19,19,19,11,16,19,12,18
"693",18,37,22,11,19,20,18,19,18,19,11,15,18,13,19
"694",18,36,25,12,19,21,18,18,18,18,9,15,19,11,18
"695",19,38,24,11,18,23,18,18,18,18,11,13,18,7,19
"696",18,38,24,10,18,22,18,19,19,19,11,16,18,6,18
"697",18,38,26,11,19,18,18,18,18,18,10,20,18,15,17
"698",19,35,25,12,18,20,18,19,18,18,8,12,18,11,18
"699",18,36,26,12,19,20,18,18,19,18,8,18,17,11,19
"700",18,36,24,10,19,20,18,18,18,18,8,22,19,9,18
"701",18,40,21,11,18,21,18,19,18,18,15,14,19,9,18
"702",18,36,22,11,18,21,19,18,18,19,9,18,19,7,18
"703",18,34,22,10,18,20,19,18,18,18,10,12,18,7,18
"704",19,38,27,13,18,20,18,18,18,19,10,12,18,12,18
"705",18,39,26,11,19,21,18,18,18,19,12,13,19,9,18
"706",19,36,26,11,18,20,18,18,19,18,8,21,19,11,19
"707",19,37,24,10,18,19,18,18,18,18,11,20,18,11,18
"708",18,35,26,10,18,24,19,18,19,19,11,15,18,8,18
"709",18,34,22,12,18,21,18,19,18,18,13,17,18,10,18
"710",18,37,22,11,18,20,18,18,18,19,10,15,17,10,19
"711",18,39,27,10,19,20,18,17,18,18,7,15,18,10,18
"712",20,39,24,10,18,20,18,18,18,18,12,18,18,10,18
"713",19,35,24,12,19,22,18,19,18,19,10,11,18,9,18
"714",19,39,22,12,18,22,18,18,18,18,10,16,19,11,18
"715",18,38,21,11,18,21,19,18,18,19,11,15,19,14,18
"716",18,40,27,11,18,21,18,19,18,18,9,13,18,12,18
"717",18,33,31,11,18,19,18,18,18,18,9,15,19,10,19
"718",19,37,24,11,18,20,18,18,19,18,7,18,18,17,18
"719",19,36,22,10,19,20,17,18,18,18,9,10,19,12,18
"720",18,36,27,13,18,21,19,19,18,18,11,14,18,15,18
"721",18,35,24,11,18,20,18,18,19,19,8,16,18,10,18
"722",18,36,25,12,18,21,19,18,18,18,10,17,18,8,18
"723",18,37,25,11,18,21,18,18,18,18,11,14,19,9,19
"724",19,37,25,11,19,20,19,19,18,18,12,13,18,9,18
"725",18,37,23,10,18,19,19,18,18,18,10,14,18,7,18
"726",18,37,20,10,19,22,18,18,18,19,10,16,18,12,18
"727",18,35,25,10,18,21,18,18,18,19,10,18,18,10,19
"728",18,36,23,10,18,21,17,19,18,18,11,14,19,8,18
"729",19,39,21,12,18,20,18,18,17,18,10,15,18,8,18
"730",19,38,25,11,19,20,18,18,18,19,10,16,18,9,18
"731",18,34,24,11,18,21,19,18,18,19,8,17,17,6,18
"732",18,35,25,11,18,20,18,19,18,19,11,18,18,15,18
"733",19,35,27,11,19,20,18,18,18,18,9,12,18,8,18
"734",18,36,22,11,19,20,18,18,18,18,9,12,18,9,19
"735",18,38,27,10,19,18,18,19,18,19,12,15,19,9,18
"736",18,34,24,10,19,22,19,18,18,18,8,13,18,10,18
"737",18,35,20,10,19,22,18,18,19,18,8,13,18,12,18
"738",18,35,26,12,18,21,18,17,18,18,11,17,18,12,18
"739",18,37,24,11,18,23,19,19,18,18,10,14,19,12,18
"740",18,38,25,9,19,18,18,18,19,19,8,21,19,9,19
"741",18,35,22,12,18,20,18,18,19,19,13,11,17,9,18
"742",18,38,28,11,18,21,17,18,19,19,9,19,18,9,18
"743",18,39,24,10,18,19,18,18,19,18,10,15,18,10,18
"744",19,40,25,12,18,22,18,18,19,18,11,15,18,12,18
"745",18,38,23,11,18,19,18,18,17,19,9,11,18,7,18
"746",19,37,22,12,17,19,18,19,19,19,9,18,18,12,18
"747",19,37,25,11,18,22,18,19,19,18,13,14,18,7,18
"748",19,36,22,12,19,19,18,18,19,18,9,14,18,7,19
"749",18,35,29,11,18,22,19,19,18,19,12,10,18,13,18
"750",19,36,22,13,19,23,18,18,19,18,12,10,18,11,18
"751",19,36,22,10,18,19,18,18,18,18,10,18,19,11,19
"752",18,39,25,10,18,22,19,18,19,19,11,14,18,7,19
"753",18,36,29,10,18,20,18,18,18,18,10,16,18,13,18
"754",18,34,28,10,18,19,18,19,18,18,9,15,18,11,18
"755",18,36,22,11,19,21,18,18,18,18,9,18,18,12,18
"756",18,36,21,11,18,20,18,19,19,18,8,12,18,8,18
"757",18,38,27,11,18,19,17,19,18,19,10,16,18,15,18
"758",19,36,23,10,18,20,19,18,18,18,9,11,19,8,19
"759",18,36,19,11,18,20,19,18,19,18,10,13,19,12,19
"760",18,36,27,10,18,20,19,18,18,19,10,13,18,11,18
"761",18,38,25,10,18,20,17,19,18,18,15,19,19,13,18
"762",18,38,25,12,18,21,18,18,18,19,11,15,17,8,18
"763",19,33,22,10,18,20,19,19,18,18,13,14,18,11,19
"764",18,35,26,11,18,19,19,18,19,18,11,14,18,14,19
"765",18,37,22,11,20,19,17,18,18,19,8,14,18,8,18
"766",19,38,25,10,19,23,19,18,19,19,10,15,18,9,18
"767",17,37,24,10,19,19,18,19,17,19,11,16,18,10,18
"768",18,35,25,10,18,19,18,18,19,18,8,18,18,10,19
"769",18,36,25,11,18,21,18,18,18,18,10,15,18,8,19
"770",18,36,26,11,18,20,19,18,18,18,9,14,18,10,19
"771",18,37,22,10,19,21,19,19,18,18,9,23,18,8,18
"772",19,32,25,10,19,21,18,18,18,18,10,13,17,8,19
"773",19,36,20,12,18,20,18,19,18,18,10,16,17,12,18
"774",18,35,25,10,18,21,18,17,18,18,9,13,18,18,18
"775",18,36,25,11,19,22,18,19,18,19,11,10,18,11,18
"776",19,39,25,13,19,19,18,18,19,18,10,14,18,9,19
"777",19,37,22,11,18,20,19,19,17,18,11,20,18,9,18
"778",18,35,20,12,18,19,18,19,18,19,9,14,19,12,18
"779",19,37,16,11,18,17,19,18,18,18,11,18,19,12,18
"780",18,37,23,13,19,20,18,18,19,18,11,15,18,8,18
"781",18,37,26,11,18,20,19,18,18,18,11,11,18,10,18
"782",19,35,26,10,19,20,18,18,19,18,10,15,18,7,18
"783",18,35,22,10,18,21,19,18,18,18,11,17,18,9,18
"784",18,37,30,11,18,21,19,18,18,18,10,11,18,6,19
"785",18,36,29,11,18,21,18,18,19,18,9,16,19,15,18
"786",18,37,20,11,18,19,18,18,18,18,10,16,18,14,18
"787",18,38,23,14,19,21,19,19,19,18,11,20,19,11,19
"788",18,35,21,11,18,19,18,18,19,18,11,13,18,7,18
"789",18,36,27,10,18,21,18,19,18,19,9,13,19,16,18
"790",18,36,33,12,18,20,19,19,18,18,12,17,18,9,19
"791",18,39,28,10,18,21,19,18,19,19,11,15,18,8,18
"792",19,35,23,11,18,20,19,18,19,18,10,12,17,12,18
"793",18,34,22,11,18,22,18,18,18,18,10,18,18,8,18
"794",18,34,27,11,18,21,19,18,18,18,11,17,18,15,18
"795",19,36,29,9,18,20,18,18,18,18,8,19,18,12,19
"796",18,35,26,11,18,19,18,18,18,18,10,19,18,12,19
"797",18,38,27,10,18,21,19,18,19,18,10,10,19,9,18
"798",18,35,22,11,18,20,18,19,19,19,9,18,18,12,18
"799",18,36,23,12,19,21,18,18,18,19,11,22,18,10,19
"800",18,38,22,12,18,20,18,18,19,18,8,16,18,9,18
"801",19,35,24,9,20,20,18,18,18,18,12,20,18,10,18
"802",18,38,25,11,18,23,18,18,18,19,10,12,18,12,19
"803",17,35,26,12,18,21,18,18,18,19,10,14,18,14,19
"804",18,37,23,12,18,21,18,18,18,18,13,19,19,11,19
"805",18,36,19,12,18,19,19,19,19,19,9,16,17,12,18
"806",19,35,25,11,18,22,18,19,18,18,9,21,19,9,18
"807",18,37,21,11,19,20,19,18,18,19,12,15,19,9,18
"808",17,37,23,10,18,22,18,18,18,18,8,13,18,10,18
"809",19,36,22,13,19,20,19,19,18,19,12,19,18,12,19
"810",18,33,19,10,19,21,18,18,18,18,11,16,18,8,18
"811",18,39,22,10,18,19,18,18,18,18,10,13,19,14,18
"812",19,37,23,11,19,20,18,18,18,17,11,14,18,6,19
"813",19,38,22,10,18,19,19,19,18,18,10,17,19,8,19
"814",18,36,24,11,19,20,18,19,18,18,10,21,18,10,17
"815",19,34,22,13,18,21,18,18,18,18,12,19,19,10,18
"816",18,36,20,11,18,18,19,18,19,18,10,18,19,9,19
"817",18,38,25,11,18,21,19,19,18,19,9,16,18,13,18
"818",18,36,21,11,19,22,18,19,18,18,10,21,18,11,18
"819",18,38,20,13,18,20,18,18,17,19,11,15,19,10,19
"820",18,36,19,10,18,22,19,18,19,19,11,17,18,8,18
"821",18,35,26,11,19,21,18,18,18,19,13,13,19,10,18
"822",19,38,25,11,18,20,18,18,19,18,10,11,19,13,18
"823",18,38,23,12,20,21,18,19,19,18,10,14,18,13,18
"824",18,36,22,10,19,21,18,18,18,18,9,13,18,16,18
"825",18,35,24,11,18,21,19,18,19,18,8,14,19,12,18
"826",18,35,24,11,19,21,19,18,18,18,11,15,18,11,19
"827",18,37,24,11,18,21,19,18,18,18,11,11,18,9,19
"828",18,33,29,11,19,19,17,18,19,18,9,13,18,7,18
"829",19,38,26,12,18,19,19,18,19,18,8,16,18,11,19
