"","v Afghanistan","v Australia","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v Pakistan","v South Africa","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"409",114,40,52,50,56,33,57,54,54,54,46,48,57,71,73
"410",104,28,52,52,61,45,59,48,58,50,49,38,51,43,69
"411",105,45,61,58,57,49,70,62,43,57,33,44,59,37,79
"412",108,40,61,53,57,31,58,63,62,67,50,35,58,32,75
"413",112,31,49,51,54,42,57,54,67,57,63,42,62,43,77
"414",114,48,49,43,59,32,55,58,52,58,42,45,59,48,74
"415",109,46,49,45,53,40,51,52,58,53,40,34,62,46,78
"416",118,38,54,47,66,43,53,47,48,62,51,34,51,44,76
"417",111,40,65,48,59,33,46,56,60,45,47,36,60,36,79
"418",120,43,54,67,55,34,61,62,58,43,45,39,53,38,74
"419",117,37,50,57,56,39,72,57,61,48,67,37,63,28,74
"420",119,42,51,57,45,34,52,52,51,48,37,36,49,53,75
"421",117,39,49,50,55,40,58,54,62,53,44,36,52,46,83
"422",119,44,51,68,64,58,54,57,53,57,35,32,61,36,72
"423",117,44,51,49,57,45,54,53,52,48,48,41,46,34,78
"424",112,47,49,68,58,34,50,48,58,53,42,42,49,40,80
"425",110,35,53,58,55,45,49,59,61,53,46,38,46,42,77
"426",111,38,49,50,53,28,57,60,50,55,48,40,64,52,69
"427",111,35,48,52,52,46,66,58,53,52,55,43,56,67,78
"428",107,49,48,56,56,53,57,61,61,55,71,41,56,39,76
"429",107,38,40,54,46,31,62,61,62,51,46,32,66,39,74
"430",111,49,50,48,52,40,50,51,54,49,46,46,61,47,74
"431",113,49,52,46,59,38,59,57,54,51,44,42,49,45,79
"432",117,36,49,55,55,53,52,53,60,53,55,33,63,44,79
"433",107,38,55,50,54,33,51,52,60,50,64,35,60,44,77
"434",116,42,62,54,54,34,54,61,52,49,43,36,49,34,77
"435",109,34,52,56,47,34,56,64,60,59,54,31,56,42,74
"436",113,46,50,68,52,31,55,53,58,53,48,40,64,49,75
"437",108,42,59,55,50,40,71,57,51,53,45,40,55,53,75
"438",110,34,50,67,54,41,54,57,54,52,50,30,47,44,76
"439",105,34,52,52,53,47,58,57,52,58,45,28,57,46,73
"440",118,38,53,56,52,47,71,66,54,48,65,39,55,41,77
"441",108,45,45,51,48,45,52,60,53,61,51,34,56,33,72
"442",110,43,52,43,56,45,74,72,55,50,70,34,55,43,75
"443",109,40,52,52,52,29,59,50,53,61,58,38,58,41,76
"444",115,30,57,57,56,48,59,54,68,58,48,40,49,37,78
"445",111,38,50,59,48,41,56,50,57,59,55,36,59,40,79
"446",118,36,47,62,56,35,56,61,61,59,48,39,53,41,71
"447",115,38,45,52,56,48,54,42,53,70,53,34,57,36,73
"448",112,35,64,65,56,55,50,54,61,64,60,44,63,39,77
"449",112,39,45,53,54,33,56,68,55,57,50,32,53,40,75
"450",110,36,46,70,60,39,59,55,75,57,50,40,54,50,78
"451",111,44,48,64,55,38,58,53,63,53,39,42,53,43,74
"452",108,37,50,58,63,44,52,55,57,58,50,37,52,50,76
"453",116,36,66,51,71,40,53,54,63,54,72,31,58,34,75
"454",120,35,59,57,51,39,56,52,53,55,48,43,55,37,77
"455",113,48,54,49,58,53,50,60,46,47,55,39,54,59,74
"456",113,39,64,54,65,37,57,54,61,50,54,45,53,34,77
"457",113,37,51,55,62,42,53,54,51,53,58,36,61,47,76
"458",115,44,49,56,56,35,58,59,48,44,32,38,52,33,76
"459",119,37,54,57,57,34,48,54,61,54,47,31,49,32,78
"460",111,54,49,55,54,36,48,55,59,59,49,28,67,40,77
"461",113,39,61,60,55,31,51,52,60,60,48,42,49,33,76
"462",116,34,53,61,53,45,48,60,62,53,42,41,49,33,77
"463",121,37,47,63,61,33,50,61,49,55,36,37,64,44,72
"464",114,36,47,51,56,36,59,57,50,55,35,41,49,45,76
"465",114,49,47,60,61,35,63,54,65,48,50,36,57,37,76
"466",116,51,59,54,69,41,50,47,51,57,50,39,51,38,79
"467",117,45,51,64,52,58,55,61,53,56,54,50,52,38,76
"468",110,37,44,46,54,37,60,58,49,63,39,33,60,35,72
"469",120,39,47,59,52,48,45,69,57,67,44,34,51,36,74
"470",115,32,55,50,49,40,62,54,50,47,46,39,58,43,77
"471",108,43,54,45,60,33,50,55,48,56,57,36,51,48,76
"472",117,40,45,47,48,42,63,58,55,66,51,35,58,40,74
"473",116,39,62,58,70,38,54,53,66,53,54,34,52,40,74
"474",113,32,54,51,46,47,61,48,56,54,51,36,52,59,73
"475",113,39,52,61,55,40,53,55,60,45,37,42,46,39,76
"476",106,41,57,47,57,41,50,59,58,51,43,31,51,35,73
"477",111,29,55,48,48,30,49,54,65,56,38,35,65,44,75
"478",113,41,63,61,52,42,57,51,46,58,49,33,64,35,81
"479",116,47,54,42,67,40,54,56,57,51,43,45,59,33,77
"480",116,38,52,52,51,45,54,53,61,62,52,39,61,44,72
"481",115,36,51,51,58,39,56,58,58,57,57,47,53,34,83
"482",111,53,65,55,63,40,53,54,64,55,45,32,55,58,79
"483",113,45,60,48,53,39,62,52,45,62,48,36,55,34,76
"484",111,37,51,51,49,35,52,56,58,56,40,29,58,46,75
"485",115,39,53,49,58,34,57,51,52,48,51,40,61,32,79
"486",111,42,56,56,60,35,50,59,61,55,48,36,52,37,80
"487",109,40,58,56,59,50,55,54,49,68,45,33,64,39,75
"488",108,45,52,57,65,40,46,64,54,53,53,40,67,37,77
"489",107,45,63,54,54,31,54,61,55,57,54,35,51,56,76
"490",114,42,52,51,60,52,58,58,59,58,51,41,72,27,78
"491",108,35,59,55,55,43,62,53,56,58,47,30,48,35,73
"492",113,41,58,57,58,39,52,57,60,57,37,32,63,54,75
"493",105,42,52,56,61,45,59,58,65,56,42,33,63,35,75
"494",117,45,55,50,51,51,51,58,50,63,47,36,52,45,79
"495",110,43,52,55,46,38,47,60,46,62,36,37,55,47,76
"496",113,49,59,68,48,29,52,59,47,64,49,47,60,49,72
"497",112,30,50,63,53,39,65,56,53,53,40,33,60,39,74
"498",115,34,50,44,59,36,53,53,52,47,50,44,57,42,73
"499",109,39,60,54,61,37,58,59,61,49,50,39,52,47,76
"500",112,45,43,62,59,45,54,49,60,51,52,47,58,45,80
"501",110,36,62,60,58,31,51,56,53,58,55,30,63,45,74
"502",109,41,57,57,52,30,62,56,63,60,45,42,60,43,76
"503",102,37,42,52,56,51,52,57,47,57,33,40,57,50,75
"504",110,37,53,60,59,41,57,59,54,59,59,32,55,35,81
"505",107,33,44,54,53,39,58,50,67,52,56,51,56,48,76
"506",116,41,55,47,54,34,65,67,44,63,51,34,62,27,70
"507",112,41,51,56,57,39,58,49,57,53,42,37,56,41,74
"508",111,44,58,59,56,38,61,55,54,58,37,31,57,57,75
"509",109,35,60,62,47,33,52,59,56,66,42,32,61,34,77
"510",109,36,50,53,62,35,55,67,57,63,47,32,58,40,75
"511",114,37,56,50,49,50,52,55,58,53,58,40,55,40,75
"512",110,35,51,58,46,49,53,62,61,57,40,41,54,38,75
"513",117,41,60,43,66,50,58,63,57,54,38,37,55,32,79
"514",111,42,52,49,61,45,47,59,63,60,58,34,59,38,75
"515",115,47,55,42,56,30,52,54,55,52,63,37,60,36,73
"516",113,39,56,57,59,41,59,56,56,44,53,40,48,53,71
"517",108,41,49,57,53,40,55,62,65,53,52,47,64,33,81
"518",114,42,51,56,54,38,59,53,52,55,58,38,52,41,74
"519",118,42,57,53,51,46,63,54,61,60,57,34,57,46,73
"520",119,39,55,50,58,40,56,62,55,54,55,33,49,31,79
"521",119,32,49,51,57,47,63,60,56,55,54,37,59,35,75
"522",110,51,49,56,51,46,56,63,53,51,39,32,63,38,77
"523",109,47,56,46,62,37,51,53,57,61,55,39,55,44,76
"524",118,32,46,67,51,50,60,55,69,49,49,38,63,46,76
"525",112,37,52,64,54,33,60,45,51,46,51,33,58,33,79
"526",109,43,55,53,52,47,47,48,55,52,50,43,61,42,67
"527",111,48,65,46,49,33,65,44,46,47,57,30,58,44,73
"528",119,40,59,58,48,38,47,65,57,61,55,45,58,39,74
"529",120,47,53,61,60,42,56,63,52,54,55,38,48,45,76
"530",110,35,57,49,66,39,56,47,55,59,44,36,63,39,74
"531",111,33,66,59,49,39,65,62,60,46,38,40,55,46,71
"532",115,38,58,56,56,39,68,55,49,52,53,46,57,41,76
"533",119,37,45,53,68,38,49,55,53,57,51,43,54,30,78
"534",105,40,57,51,56,40,53,48,57,65,45,38,62,46,76
"535",111,34,59,57,67,44,63,48,52,59,43,38,60,37,70
"536",117,60,56,62,53,46,47,67,64,59,42,51,56,38,75
"537",113,37,56,53,58,46,62,57,60,45,48,44,67,38,79
"538",109,37,57,36,73,37,59,52,52,59,51,38,62,39,79
"539",112,52,50,56,57,52,56,53,50,57,38,40,63,37,74
"540",116,55,60,54,49,32,56,61,59,54,52,30,54,39,77
"541",113,49,50,64,50,36,52,50,55,50,48,48,58,40,74
"542",116,46,50,63,53,38,55,64,59,52,59,28,53,45,76
"543",107,45,50,60,59,38,57,70,52,42,65,42,51,47,77
"544",109,45,57,47,54,45,56,54,55,52,55,51,53,38,70
"545",112,53,52,54,52,40,45,56,55,50,66,40,57,43,75
"546",108,32,53,54,55,48,59,56,56,62,49,36,50,43,81
"547",121,41,56,50,55,52,55,46,52,65,53,33,59,41,76
"548",113,45,53,50,49,34,62,55,50,50,28,37,51,34,76
"549",116,40,60,47,52,41,45,57,49,54,42,30,52,32,79
"550",112,38,47,53,59,42,66,49,52,56,56,42,58,47,79
"551",112,40,53,51,51,45,47,51,54,51,57,42,49,25,79
"552",108,37,51,51,56,49,47,55,55,59,50,30,58,39,76
"553",107,37,47,53,54,38,56,57,62,62,53,46,64,46,78
"554",111,48,55,63,53,38,66,53,59,56,39,33,47,57,73
"555",117,35,49,51,50,41,56,58,50,50,52,42,54,47,83
"556",120,42,57,53,56,35,63,49,55,59,46,34,53,41,77
"557",108,33,51,57,57,35,58,59,52,57,46,45,48,38,73
"558",115,35,46,54,58,41,59,55,55,58,41,37,55,35,78
"559",114,37,55,56,59,37,64,57,62,58,49,38,51,53,74
"560",110,42,50,55,53,38,59,54,51,60,54,40,47,33,75
"561",115,35,60,60,52,43,74,47,59,54,43,38,53,37,81
"562",113,36,47,63,50,43,44,59,49,53,40,36,51,46,72
"563",111,38,53,48,59,43,52,48,56,51,42,36,56,36,71
"564",117,39,48,48,55,49,50,59,59,54,45,50,56,43,75
"565",106,33,46,57,47,33,65,56,58,58,44,34,68,34,77
"566",109,45,55,55,59,29,51,51,53,53,45,55,64,32,75
"567",107,31,46,65,49,29,62,61,62,54,52,36,68,32,75
"568",118,41,45,59,57,27,55,55,49,55,49,38,59,34,76
"569",106,36,48,55,48,36,56,61,63,44,51,25,50,45,75
"570",111,37,67,49,54,44,51,52,54,63,53,41,60,35,79
"571",108,29,52,56,59,40,53,65,47,58,40,41,54,39,80
"572",118,39,65,64,57,27,59,55,58,52,46,39,52,39,79
"573",111,46,53,52,57,41,66,64,63,55,42,42,65,55,79
"574",110,41,61,61,56,31,59,59,66,57,42,41,70,43,77
"575",116,41,50,49,59,52,48,60,53,58,47,45,54,47,74
"576",114,40,50,54,60,49,55,57,48,58,60,31,60,39,77
"577",111,32,55,56,60,39,60,56,60,61,63,28,53,37,76
"578",114,51,53,55,53,38,54,59,51,63,56,38,59,37,78
"579",114,47,48,59,72,60,58,53,51,65,52,31,60,38,77
"580",109,39,61,44,54,40,51,55,52,51,49,36,50,38,76
"581",116,48,48,55,52,41,55,59,62,56,45,35,63,40,72
"582",105,40,55,62,55,26,49,48,57,43,67,51,45,46,74
"583",113,41,51,47,57,37,64,49,47,56,43,37,49,46,77
"584",119,43,59,51,63,44,62,50,55,50,42,43,63,42,72
"585",112,34,48,55,58,40,56,49,50,47,45,34,63,41,81
"586",110,35,57,60,60,42,47,60,62,46,68,43,62,43,79
"587",115,46,49,53,59,38,49,60,58,44,48,44,52,42,75
"588",110,45,56,56,51,45,57,45,65,55,51,39,59,47,75
"589",113,37,54,50,61,44,52,58,56,47,55,45,46,38,73
"590",108,49,56,59,59,45,57,57,62,67,57,37,49,37,80
"591",117,33,50,56,62,43,62,61,65,49,58,41,58,43,78
"592",112,42,59,60,55,42,54,48,61,51,42,54,57,40,74
"593",110,33,54,44,61,39,60,54,53,54,49,34,47,38,73
"594",111,43,59,60,52,48,59,57,59,45,50,46,43,43,74
"595",117,37,54,56,64,37,51,65,66,57,48,49,53,55,82
"596",116,42,57,55,54,43,60,60,53,45,58,39,60,48,73
"597",113,44,55,58,53,33,57,55,62,56,40,37,50,51,76
"598",113,34,54,56,56,41,60,60,62,52,45,40,48,53,79
"599",110,38,58,52,53,48,55,59,55,46,41,46,55,28,76
"600",114,42,62,56,47,41,52,65,57,59,46,42,66,41,72
"601",114,33,53,61,44,34,52,53,61,55,40,32,59,40,74
"602",115,37,53,49,49,41,57,51,52,51,39,34,57,37,80
"603",114,44,50,56,54,44,51,52,63,52,48,36,54,26,75
"604",114,31,52,57,47,32,54,65,58,51,48,33,58,47,79
"605",113,44,55,53,62,30,62,54,51,59,52,44,55,42,78
"606",118,42,45,62,61,38,46,53,55,57,44,29,53,31,76
"607",110,32,48,62,62,40,50,60,60,59,42,39,54,53,77
"608",112,36,57,54,61,43,51,56,61,50,42,37,57,41,75
"609",109,34,59,67,49,36,44,57,58,48,43,41,58,38,75
"610",110,48,57,53,60,38,66,56,62,60,42,35,50,51,73
"611",125,43,54,52,58,41,63,58,53,47,61,40,59,47,71
"612",117,37,56,51,70,37,56,54,49,58,42,42,71,40,74
"613",114,35,55,54,58,37,60,56,67,55,51,36,62,39,73
"614",120,55,57,51,68,33,56,53,55,49,52,32,64,41,74
"615",113,41,48,52,50,45,49,65,58,48,53,40,50,36,75
"616",106,38,48,65,53,34,61,55,51,45,48,49,61,48,78
"617",103,39,54,60,56,36,58,51,61,54,54,35,60,37,76
"618",114,33,56,52,61,34,53,54,53,55,48,33,60,42,68
"619",107,44,61,54,59,37,59,55,53,56,31,45,53,39,77
"620",112,39,42,57,58,47,43,51,53,64,46,45,54,44,77
"621",113,39,52,48,61,30,50,56,64,64,40,38,69,43,78
"622",112,35,56,53,61,32,51,54,56,47,43,38,59,32,71
"623",112,44,63,48,62,38,56,49,59,51,51,50,57,34,80
"624",114,35,53,55,56,37,54,67,55,54,39,33,53,63,78
"625",109,40,48,70,62,34,60,54,55,56,53,38,56,49,79
"626",110,42,50,51,53,46,56,51,49,56,49,37,63,39,78
"627",112,39,58,54,56,40,65,60,48,61,48,48,53,43,77
"628",111,44,60,56,56,57,55,50,62,62,42,29,60,31,79
"629",110,39,63,60,59,41,54,53,56,53,51,37,58,35,72
"630",117,38,53,58,56,45,49,54,49,50,48,54,59,29,76
"631",105,37,52,49,47,47,59,48,59,53,47,46,60,34,80
"632",114,42,56,43,53,42,52,60,54,61,51,37,60,48,77
"633",116,48,55,73,60,50,51,61,60,63,39,34,51,40,74
"634",109,34,46,61,73,35,60,58,59,53,61,43,56,41,74
"635",117,33,51,49,63,37,52,54,57,58,46,44,52,62,77
"636",115,40,49,50,53,30,53,52,57,51,55,52,70,58,72
"637",113,53,52,53,69,43,62,58,59,55,47,39,60,48,76
"638",114,30,52,53,55,44,71,56,58,61,36,50,63,41,75
"639",113,37,47,53,56,32,57,56,49,61,63,31,52,44,75
"640",109,44,51,63,65,35,57,67,53,55,57,39,48,35,81
"641",119,43,47,63,55,32,67,58,60,57,48,34,62,38,80
"642",106,34,49,59,53,44,54,46,56,58,44,34,57,57,82
"643",110,37,60,58,54,41,59,57,68,56,47,33,62,49,75
"644",109,36,55,48,57,34,63,56,51,62,55,32,55,38,74
"645",114,29,49,48,57,42,64,57,47,55,46,41,43,44,78
"646",115,29,50,60,64,45,55,57,53,61,33,39,54,40,74
"647",115,38,55,64,60,41,54,50,51,49,34,54,59,48,74
"648",118,34,47,63,58,41,53,58,52,51,50,32,59,38,73
"649",112,49,50,54,52,45,51,59,51,57,38,40,54,36,77
"650",108,40,49,71,49,42,62,44,64,65,64,38,57,45,78
"651",109,38,53,51,55,32,56,57,48,58,43,39,53,42,77
"652",116,41,56,53,57,30,57,57,52,63,37,28,66,37,74
"653",108,39,50,60,56,37,53,58,59,59,42,36,58,30,71
"654",113,34,60,54,58,24,56,50,52,63,51,31,63,34,78
"655",116,46,55,55,62,44,50,60,55,51,43,31,55,39,75
"656",107,40,49,58,46,40,55,60,53,53,45,35,57,43,76
"657",119,33,55,55,53,35,61,47,53,60,37,35,57,50,74
"658",112,36,50,58,49,35,62,51,59,53,47,36,48,40,72
"659",119,35,56,45,56,53,48,54,52,45,48,36,60,48,81
"660",111,45,54,58,56,34,65,62,57,72,38,36,57,33,77
"661",113,67,51,54,51,28,55,53,52,56,47,41,65,41,74
"662",111,37,61,53,63,50,54,61,58,61,59,45,63,51,76
"663",108,44,54,49,53,36,49,56,52,48,47,47,64,41,79
"664",112,45,62,49,58,34,67,46,51,60,50,35,47,48,74
"665",112,40,50,62,52,28,68,64,55,43,52,43,51,27,76
"666",121,40,55,49,62,47,42,58,52,51,53,41,60,33,74
"667",120,43,60,58,58,44,57,52,47,65,54,41,48,46,77
"668",107,43,50,50,50,38,64,60,58,58,57,40,58,48,79
"669",116,49,58,55,53,31,61,49,56,60,47,37,62,33,78
"670",112,36,57,47,56,43,57,46,56,49,51,30,61,32,78
"671",116,41,55,54,57,44,52,56,59,53,45,36,58,43,80
"672",113,45,55,54,58,43,45,62,69,64,37,38,50,44,81
"673",111,41,61,56,55,47,57,58,64,60,48,37,51,39,73
"674",110,43,60,60,55,31,56,52,56,49,48,40,55,37,76
"675",122,36,50,59,55,36,50,51,53,55,53,43,53,43,74
"676",118,37,47,63,58,34,46,60,50,54,53,37,57,39,82
"677",109,29,58,52,57,34,54,64,60,58,54,37,59,46,74
"678",107,40,51,46,55,29,55,57,57,55,50,44,47,39,76
"679",108,37,56,50,68,44,45,58,58,61,63,31,55,47,69
"680",106,38,50,48,51,38,63,47,51,58,47,40,48,39,73
"681",110,36,47,48,64,39,57,65,50,56,36,39,58,45,77
"682",115,48,58,67,56,44,57,63,54,57,48,40,58,45,73
"683",113,47,53,54,54,47,61,54,54,64,49,44,66,40,76
"684",115,42,47,70,48,52,61,46,54,63,47,29,58,39,79
"685",105,41,46,54,58,50,48,58,55,44,55,43,60,42,75
"686",109,49,62,51,50,39,49,70,58,54,40,36,61,52,71
"687",113,37,49,64,58,46,58,65,64,68,55,36,53,39,77
"688",117,51,49,62,56,35,56,59,53,53,52,35,58,42,74
"689",113,35,48,58,48,32,66,56,55,59,40,43,58,32,79
"690",110,42,56,61,52,35,53,57,48,46,50,47,57,34,78
"691",117,35,50,55,58,46,54,56,56,44,49,40,64,50,80
"692",107,43,57,58,58,41,52,46,57,55,53,33,56,45,76
"693",107,44,52,45,59,39,56,54,72,51,48,43,55,57,77
"694",116,35,55,55,54,44,53,54,58,56,49,30,56,42,77
"695",116,48,52,60,57,39,64,54,55,62,50,33,48,40,70
"696",110,43,50,54,57,40,60,56,64,44,54,39,57,37,76
"697",112,41,50,67,63,53,53,46,58,59,49,43,54,49,76
"698",114,45,55,47,53,30,56,58,52,49,59,39,50,38,75
"699",109,38,53,51,59,51,50,54,55,63,49,33,52,43,77
"700",116,37,49,62,58,48,58,57,61,72,45,40,57,43,72
"701",123,34,43,52,58,34,68,62,56,53,44,35,58,32,79
"702",111,48,59,63,52,30,55,52,59,66,46,43,66,42,81
"703",109,42,52,55,49,37,48,54,60,54,51,36,60,40,76
"704",116,44,58,47,60,52,53,66,53,55,47,33,50,44,77
"705",107,47,65,62,56,39,62,48,59,50,44,36,56,32,72
"706",113,41,58,56,57,40,53,54,48,51,53,47,65,38,77
"707",117,35,57,57,57,46,52,64,54,58,56,34,63,38,77
"708",115,37,48,46,58,44,59,66,43,42,39,36,63,40,78
"709",113,40,58,61,55,39,61,55,54,45,60,34,70,44,81
"710",117,41,50,55,56,41,60,58,59,55,28,38,62,30,77
"711",111,37,51,53,58,34,56,66,46,52,65,44,50,33,79
"712",107,37,57,65,54,38,62,62,56,64,49,40,58,38,75
"713",119,44,69,61,65,44,55,57,52,53,52,38,55,43,75
"714",107,42,51,56,58,39,57,47,54,55,48,37,55,47,84
"715",114,34,59,68,53,31,50,59,63,52,33,32,78,49,77
"716",118,54,55,55,53,39,54,70,60,56,46,43,58,51,72
"717",115,38,54,56,55,26,56,52,55,56,57,35,56,61,78
"718",117,42,55,63,63,38,48,54,54,65,55,43,56,37,74
"719",112,43,56,53,57,52,51,61,50,51,39,39,58,62,78
"720",109,47,53,59,50,34,55,50,64,55,46,41,51,38,77
"721",116,47,54,62,48,44,58,48,57,52,47,43,66,31,75
"722",116,39,61,65,52,36,54,54,44,44,47,37,60,51,73
"723",115,44,56,62,56,32,55,52,49,51,57,31,57,43,76
"724",107,28,64,50,55,34,57,53,59,57,52,38,55,33,78
"725",114,50,61,59,52,49,51,46,55,50,54,41,47,39,75
"726",115,41,53,50,55,38,60,57,56,51,30,42,55,31,68
"727",112,39,51,48,55,40,46,61,63,63,44,33,63,42,78
"728",112,27,50,53,69,48,61,54,61,46,41,39,53,43,74
"729",109,41,51,57,56,40,60,52,49,55,51,37,53,35,76
"730",117,33,49,43,56,27,64,58,48,59,52,28,55,37,74
"731",104,41,50,49,54,39,56,50,50,56,58,39,62,49,79
"732",114,40,52,62,53,48,57,59,60,50,32,42,62,41,79
"733",113,41,54,58,49,42,47,53,56,53,46,41,55,43,78
"734",108,41,61,52,60,36,57,59,56,42,39,37,58,35,75
"735",113,43,44,57,59,35,57,53,64,53,36,38,66,55,78
"736",114,38,52,54,52,32,56,57,52,56,60,40,54,47,81
"737",114,37,54,58,60,39,48,51,54,47,66,35,58,36,77
"738",118,42,50,55,53,35,57,64,52,58,38,28,64,45,75
"739",115,35,62,47,59,37,51,54,57,61,47,39,58,47,80
"740",108,42,48,60,48,61,64,54,53,51,51,29,56,48,81
"741",116,34,46,56,67,38,50,59,52,52,56,33,58,39,77
"742",114,52,57,54,58,45,49,55,57,44,47,36,56,45,77
"743",113,41,52,52,50,42,51,52,54,49,46,43,54,42,75
"744",110,33,61,53,53,41,52,56,54,68,41,42,56,36,81
"745",112,36,63,57,65,30,59,60,63,59,35,38,51,31,72
"746",115,44,56,54,48,33,62,60,58,54,61,39,56,37,77
"747",112,48,49,55,59,46,54,56,60,54,42,38,53,40,76
"748",114,48,54,58,53,41,59,51,56,48,43,38,66,36,77
"749",104,51,50,55,50,43,62,49,61,65,42,31,61,29,74
"750",112,40,49,57,52,37,53,60,50,53,39,36,58,48,75
"751",111,36,51,59,52,45,68,57,58,56,47,36,56,38,74
"752",110,49,53,52,48,43,50,51,57,60,44,39,71,34,78
"753",111,34,60,56,55,35,61,59,42,52,45,44,50,61,82
"754",112,36,53,48,56,34,50,59,58,45,54,30,53,41,77
"755",113,37,62,60,51,44,53,53,54,60,51,43,51,28,71
"756",118,46,52,57,53,54,59,49,60,53,54,40,51,28,72
"757",115,41,55,55,63,35,54,56,47,59,43,40,54,30,81
"758",114,42,44,61,52,49,48,55,58,43,51,39,59,61,75
"759",112,45,52,45,57,35,65,46,61,59,46,35,50,45,73
"760",106,40,53,52,63,28,67,57,59,57,54,39,57,56,78
"761",109,40,50,70,56,46,60,56,55,54,52,40,59,42,74
"762",107,38,45,46,56,38,48,56,63,53,49,34,56,65,79
"763",110,47,54,62,61,32,51,55,55,49,41,43,61,51,78
"764",121,33,50,58,71,36,55,56,60,58,37,41,50,45,75
"765",114,41,63,57,74,38,58,62,65,45,48,52,54,40,76
"766",115,38,53,51,56,40,52,60,56,63,49,39,51,47,73
"767",114,38,51,56,57,57,69,47,55,46,55,37,58,33,75
"768",116,47,52,61,52,35,65,53,52,58,52,39,51,46,74
"769",105,37,52,61,56,41,61,60,54,60,59,40,58,56,75
"770",114,40,45,49,53,41,59,48,62,50,51,46,55,47,79
"771",109,40,53,57,57,39,65,57,50,49,39,28,67,42,74
"772",116,37,48,66,58,41,55,54,62,65,37,38,53,37,76
"773",116,34,52,52,48,46,51,60,60,44,47,36,50,48,74
"774",115,40,55,54,65,31,54,62,46,51,38,43,53,38,76
"775",115,42,49,60,55,37,63,56,65,63,46,36,49,35,75
"776",112,49,56,51,58,33,54,59,47,59,59,40,67,49,70
"777",111,48,52,43,48,42,60,46,53,58,48,44,54,48,75
"778",111,43,51,62,50,37,57,72,62,54,52,38,48,42,77
"779",114,30,54,53,51,48,55,53,51,62,50,40,58,40,78
"780",109,34,48,63,63,40,62,57,57,48,43,41,48,48,78
"781",118,42,46,62,59,32,49,63,54,68,39,41,51,40,73
"782",106,48,53,67,58,30,50,57,60,49,40,43,48,48,78
"783",114,44,50,42,53,39,61,51,59,43,54,46,53,35,76
"784",108,53,49,57,48,45,52,49,66,64,48,41,52,49,81
"785",109,33,50,49,56,40,69,62,45,52,43,49,53,26,81
"786",112,44,55,54,59,45,49,57,51,54,44,35,55,42,75
"787",118,52,56,61,61,40,67,52,51,51,60,35,61,32,77
"788",114,43,46,57,71,37,60,50,46,57,65,27,63,45,76
"789",115,44,45,55,53,43,62,53,53,60,43,41,59,35,78
"790",112,43,51,46,51,39,64,60,52,53,47,30,51,34,74
"791",113,39,54,60,66,43,50,58,62,59,53,46,58,25,80
"792",111,39,45,58,72,42,55,59,65,54,47,52,60,40,80
"793",111,40,52,57,49,31,51,61,51,62,45,49,56,38,78
"794",112,44,60,52,55,43,59,44,47,64,37,33,65,36,74
"795",108,37,51,69,52,33,58,56,52,59,46,44,52,46,80
"796",113,40,55,61,55,44,54,60,77,57,40,34,53,33,81
"797",107,43,57,54,61,45,47,57,58,67,63,35,56,39,75
"798",111,35,51,50,55,48,45,54,54,56,43,45,54,42,76
"799",109,36,59,59,45,36,60,59,65,58,59,33,59,34,78
"800",110,37,53,56,53,28,53,61,48,64,44,30,51,34,78
"801",111,40,53,49,53,54,52,55,59,59,52,31,55,39,74
"802",113,45,46,65,59,35,64,53,61,61,44,31,61,32,79
"803",112,44,56,51,61,45,68,52,54,59,59,38,53,43,80
"804",109,45,59,62,57,49,48,64,46,57,47,40,62,39,74
"805",114,41,53,51,60,42,52,58,48,49,52,46,55,39,78
"806",115,37,58,54,58,55,58,58,46,54,71,27,52,43,71
"807",107,41,66,60,60,40,60,48,63,52,43,49,48,31,72
"808",118,46,59,70,58,31,53,61,56,48,76,47,66,48,72
"809",104,44,55,59,51,43,51,62,51,59,47,39,56,33,78
"810",117,43,53,58,55,31,54,53,51,53,41,37,62,30,74
"811",119,45,50,53,48,36,57,58,60,50,39,35,51,45,74
"812",107,41,51,57,68,41,53,54,64,51,41,37,56,57,79
"813",110,26,60,58,61,32,56,55,61,55,36,41,51,33,77
"814",116,40,55,51,49,50,60,61,56,55,45,41,50,28,73
"815",114,38,45,66,63,42,57,48,57,47,37,43,58,54,77
"816",114,38,46,53,52,39,59,63,49,58,57,37,61,40,76
"817",117,38,55,48,50,47,57,55,49,49,46,31,52,35,81
"818",118,42,57,48,58,40,58,62,58,50,39,35,48,36,76
"819",116,43,57,63,45,45,59,49,60,63,47,37,55,38,76
"820",121,35,50,60,53,49,50,55,68,56,41,38,68,61,76
"821",126,42,57,49,61,31,62,54,66,65,54,32,55,41,82
"822",118,45,57,57,48,44,65,62,50,68,52,49,54,57,74
"823",110,44,49,51,62,38,63,58,51,59,43,32,56,34,76
"824",106,41,49,50,52,36,47,55,51,52,54,38,60,52,82
"825",112,43,61,62,57,39,53,52,51,59,42,29,54,45,75
"826",106,46,56,55,52,38,55,53,67,50,49,37,46,43,73
"827",112,41,58,53,61,43,56,49,48,56,47,31,60,39,79
"828",118,37,57,72,54,38,43,55,63,57,44,42,63,66,77
"829",112,45,59,46,53,42,57,53,57,61,38,49,61,44,73
