"","v csk","v dc","v kxip","v kkr","v mi","v rr","v srh"
"7936",37,12,51,32,40,42,30
"7937",27,11,54,28,62,40,36
"7938",22,17,47,31,36,39,33
"7939",24,22,59,29,58,43,38
"7940",30,20,60,26,49,39,32
"7941",21,14,54,27,55,40,39
"7942",23,9,52,27,41,44,35
"7943",32,24,54,25,40,40,33
"7944",19,11,49,29,40,39,31
"7945",24,16,56,29,39,38,45
"7946",27,12,51,30,44,45,34
"7947",17,14,48,28,51,50,37
"7948",29,14,54,27,58,44,34
"7949",35,13,53,29,45,39,29
"7950",21,19,51,26,32,39,38
"7951",32,16,54,25,49,41,28
"7952",33,15,52,28,42,43,33
"7953",28,15,51,29,53,42,34
"7954",29,13,55,32,48,40,36
"7955",29,15,57,29,35,43,37
"7956",19,19,57,30,47,35,33
"7957",34,34,48,30,62,48,31
"7958",35,19,61,29,56,36,35
"7959",24,11,53,32,34,43,42
"7960",23,12,53,25,40,38,29
"7961",24,20,59,28,47,48,39
"7962",32,15,44,30,44,49,29
"7963",27,21,51,28,50,40,32
"7964",27,17,50,28,41,42,31
"7965",38,20,59,26,69,44,34
"7966",18,13,52,30,56,41,32
"7967",24,24,50,25,51,45,34
"7968",27,17,57,29,44,43,30
"7969",25,17,54,29,58,41,26
"7970",23,10,48,27,30,37,31
"7971",28,15,58,27,53,44,43
"7972",32,22,49,32,43,44,39
"7973",28,13,50,31,29,43,39
"7974",40,19,53,28,40,40,31
"7975",31,8,55,24,47,38,34
"7976",26,11,58,33,40,41,35
"7977",24,21,55,31,50,45,30
"7978",27,19,53,27,39,43,34
"7979",18,15,50,32,34,46,38
"7980",22,16,52,29,59,34,31
"7981",22,10,54,26,45,42,40
"7982",34,20,56,28,43,46,36
"7983",33,32,52,30,39,47,25
"7984",20,16,56,27,52,45,31
"7985",22,12,54,32,53,38,35
"7986",23,12,51,28,55,40,34
"7987",35,16,49,29,34,38,31
"7988",28,20,50,25,42,48,30
"7989",25,13,52,34,49,44,27
"7990",33,16,52,27,33,44,44
"7991",20,24,46,33,42,38,33
"7992",25,11,54,32,39,38,28
"7993",31,13,57,27,31,38,38
"7994",22,13,55,25,49,41,45
"7995",39,10,55,30,42,45,35
"7996",22,16,55,31,31,38,30
"7997",41,15,55,28,33,40,32
"7998",28,26,52,29,58,41,36
"7999",42,26,50,33,42,37,42
"8000",28,22,48,34,43,44,44
"8001",31,24,51,29,34,41,37
"8002",29,23,57,27,45,45,33
"8003",35,15,49,28,39,45,32
"8004",25,14,55,28,46,41,30
"8005",27,17,53,27,52,51,30
"8006",32,7,55,21,37,45,37
"8007",42,27,50,36,39,47,45
"8008",38,34,52,24,47,49,29
"8009",35,22,51,26,40,43,27
"8010",25,20,56,26,52,42,30
"8011",29,21,52,34,44,40,39
"8012",38,17,63,28,42,41,36
"8013",30,22,52,26,44,39,36
"8014",24,21,49,26,39,46,30
"8015",27,18,53,27,47,44,35
"8016",30,16,53,27,37,40,31
"8017",31,17,55,26,42,44,33
"8018",25,11,53,26,43,40,34
"8019",35,14,48,31,46,41,38
"8020",23,13,50,25,43,42,32
"8021",37,28,54,24,54,41,30
"8022",33,14,54,29,48,48,42
"8023",26,29,51,28,39,49,31
"8024",29,19,53,27,47,42,38
"8025",34,19,46,24,41,43,51
"8026",24,38,51,30,38,41,34
"8027",26,14,54,27,39,42,39
"8028",31,12,57,25,47,41,41
"8029",32,10,47,30,39,43,42
"8030",29,16,52,34,50,45,36
"8031",20,18,53,33,40,39,30
"8032",26,23,51,28,46,39,34
"8033",33,29,53,29,47,48,39
"8034",33,10,51,31,43,46,41
"8035",25,18,48,32,43,42,37
"8036",33,18,60,29,46,45,34
"8037",42,11,49,25,37,42,45
"8038",33,16,47,32,36,40,38
"8039",30,19,55,26,39,43,35
"8040",19,21,47,28,48,44,34
"8041",25,24,46,30,39,35,33
"8042",31,13,54,31,36,40,31
"8043",20,15,53,27,43,38,32
"8044",34,15,50,26,42,48,28
"8045",21,19,60,29,45,43,37
"8046",30,9,59,28,42,39,31
"8047",31,15,49,29,40,42,37
"8048",27,11,54,24,55,44,27
"8049",23,15,49,33,42,41,25
"8050",33,26,48,32,49,38,38
"8051",25,21,48,33,52,44,32
"8052",36,23,58,29,45,48,46
"8053",28,22,56,32,48,39,32
"8054",26,6,53,26,42,43,36
"8055",33,23,49,29,46,43,28
"8056",26,22,50,34,42,43,32
"8057",31,17,43,28,60,42,29
"8058",19,31,51,24,46,42,32
"8059",33,23,57,29,36,38,36
"8060",31,17,49,29,49,44,35
"8061",20,23,48,27,50,40,35
"8062",21,18,54,23,48,49,37
"8063",30,14,47,24,50,38,36
"8064",27,16,57,23,60,44,45
"8065",28,11,50,25,38,39,34
"8066",28,15,49,28,52,38,34
"8067",29,5,53,30,38,33,26
"8068",33,10,48,23,37,40,33
"8069",22,22,56,27,41,38,38
"8070",31,17,56,25,44,45,32
"8071",25,10,55,27,50,37,41
"8072",29,29,48,31,51,49,26
"8073",24,14,51,24,35,38,29
"8074",23,17,60,27,40,47,37
"8075",22,14,53,31,37,46,24
"8076",33,16,56,30,46,43,32
"8077",35,14,62,27,38,39,32
"8078",23,18,50,28,39,37,37
"8079",29,22,51,31,35,45,34
"8080",24,20,52,29,44,41,35
"8081",28,13,45,33,53,38,25
"8082",32,19,47,25,48,46,40
"8083",31,12,49,26,44,44,33
"8084",26,20,58,30,46,46,27
"8085",45,26,53,27,40,34,30
"8086",24,15,60,32,48,44,35
"8087",33,7,50,35,34,43,40
"8088",40,19,58,30,35,44,28
"8089",35,32,57,32,50,42,35
"8090",35,26,49,26,65,44,30
"8091",27,8,57,24,53,37,36
"8092",25,22,56,25,55,47,38
"8093",38,38,55,29,45,47,41
"8094",29,17,50,21,55,40,28
"8095",25,14,53,25,50,41,41
"8096",31,8,51,26,51,45,32
"8097",29,25,59,25,48,40,27
"8098",31,18,56,22,55,43,31
"8099",21,24,53,31,54,41,31
"8100",21,15,59,32,42,41,35
"8101",30,8,46,29,53,44,37
"8102",29,11,52,27,43,44,42
"8103",28,13,59,35,51,45,39
"8104",24,18,52,31,48,46,37
"8105",29,20,54,29,48,48,34
"8106",22,25,50,22,34,41,32
"8107",39,17,52,28,37,43,30
"8108",24,20,49,33,51,36,32
"8109",29,14,59,30,43,41,36
"8110",30,15,57,25,38,41,41
"8111",39,21,54,27,53,40,33
"8112",29,6,57,23,49,39,29
"8113",24,22,55,29,45,42,27
"8114",28,15,54,33,36,39,31
"8115",21,14,56,26,30,41,37
"8116",29,24,60,28,49,40,34
"8117",27,20,51,24,44,37,33
"8118",28,12,53,31,38,44,35
"8119",28,22,51,34,37,39,29
"8120",19,21,48,22,38,44,28
"8121",30,16,52,26,54,43,33
"8122",24,11,54,29,51,39,39
"8123",32,18,54,23,42,45,39
"8124",19,24,55,31,51,49,37
"8125",39,11,52,28,32,43,37
"8126",32,20,47,28,43,44,26
"8127",25,12,52,25,36,44,33
"8128",21,15,50,29,45,45,35
"8129",25,21,51,27,53,40,32
"8130",25,14,53,26,47,40,36
"8131",35,26,55,30,44,45,35
"8132",23,12,52,31,41,40,32
"8133",29,20,51,34,48,33,34
"8134",37,9,53,29,34,40,27
"8135",38,13,46,28,40,44,41
"8136",31,23,53,32,51,40,29
"8137",24,12,60,27,39,45,31
"8138",28,12,54,26,42,48,37
"8139",37,22,62,29,43,42,30
"8140",21,13,57,30,45,44,35
"8141",30,23,53,25,36,43,38
"8142",25,21,54,29,47,36,33
"8143",24,17,53,30,56,37,38
"8144",25,23,48,29,35,42,30
"8145",50,23,59,28,48,37,36
"8146",23,17,52,33,41,41,36
"8147",33,22,61,31,36,39,46
"8148",30,14,49,25,42,44,33
"8149",39,17,52,25,58,48,28
"8150",23,28,53,34,35,43,29
"8151",27,21,57,29,39,41,34
"8152",28,26,54,34,41,43,29
"8153",39,21,50,30,47,40,33
"8154",32,30,48,27,46,44,32
"8155",25,12,62,34,60,38,29
"8156",25,22,57,26,49,42,25
"8157",31,16,49,25,37,42,32
"8158",26,22,56,25,47,41,29
"8159",31,15,52,27,41,48,27
"8160",28,28,54,27,55,42,25
"8161",27,21,56,31,29,42,32
"8162",35,20,50,27,43,41,34
"8163",23,28,47,26,45,36,37
"8164",34,9,50,23,34,38,35
"8165",29,12,57,20,41,50,36
"8166",29,25,53,30,57,49,40
"8167",32,21,56,22,49,42,34
"8168",29,10,51,33,42,34,30
"8169",33,19,46,28,41,43,37
"8170",28,17,48,26,31,37,29
"8171",24,14,54,25,44,44,38
"8172",22,11,53,25,39,44,26
"8173",39,36,65,29,44,45,35
"8174",22,18,47,30,31,43,30
"8175",31,14,49,26,58,36,32
"8176",28,14,58,29,49,37,33
"8177",27,13,52,31,39,42,37
"8178",20,33,55,32,49,46,33
"8179",26,19,54,31,54,48,28
"8180",22,29,52,24,46,49,32
"8181",35,16,55,33,37,44,27
"8182",20,14,56,31,50,36,25
"8183",27,25,48,25,34,47,28
"8184",27,19,53,21,43,39,29
"8185",19,23,60,25,61,42,32
"8186",35,32,48,29,54,42,33
"8187",23,13,54,41,39,36,22
"8188",26,13,59,26,40,42,43
"8189",26,29,51,22,43,40,36
"8190",25,24,51,28,36,44,40
"8191",18,14,51,31,40,38,37
"8192",26,18,51,27,37,46,34
"8193",25,12,61,27,41,46,34
"8194",35,24,60,28,56,39,32
"8195",29,28,55,26,34,41,31
"8196",32,17,49,31,49,43,37
"8197",28,21,51,28,43,45,32
"8198",27,18,51,30,47,41,36
"8199",34,11,63,22,45,42,35
"8200",35,12,55,25,36,41,35
"8201",29,19,52,25,38,40,28
"8202",40,19,52,26,47,44,35
"8203",30,18,52,28,42,45,33
"8204",35,25,57,28,49,47,32
"8205",26,8,52,28,51,42,34
"8206",21,21,46,25,42,41,29
"8207",33,18,54,33,53,42,34
"8208",25,16,51,27,37,43,37
"8209",32,18,47,30,52,43,32
"8210",26,28,51,31,45,41,37
"8211",34,20,54,27,33,42,28
"8212",19,14,57,28,43,46,33
"8213",22,19,53,32,40,35,36
"8214",36,13,57,31,50,47,38
"8215",26,11,58,32,51,38,32
"8216",26,31,51,23,40,49,35
"8217",27,34,48,28,49,48,33
"8218",33,16,55,26,41,43,34
"8219",36,13,48,23,54,46,35
"8220",26,21,58,28,52,39,34
"8221",22,15,55,31,60,39,30
"8222",18,24,50,32,38,37,32
"8223",31,23,52,28,46,45,29
"8224",26,11,50,27,47,41,33
"8225",33,11,50,31,36,36,31
"8226",32,10,58,33,36,45,34
"8227",35,35,59,27,60,43,35
"8228",31,24,53,30,40,41,41
"8229",29,14,52,29,34,45,34
"8230",24,22,53,31,51,45,30
"8231",30,21,54,29,31,44,43
"8232",22,17,48,30,43,36,32
"8233",22,22,46,22,45,36,34
"8234",32,19,54,28,33,44,29
"8235",21,21,50,36,50,43,35
"8236",25,33,51,26,41,42,30
"8237",28,26,51,26,41,40,37
"8238",27,10,48,29,46,51,29
"8239",30,18,52,26,41,40,35
"8240",32,20,55,28,44,42,39
"8241",25,23,49,27,36,41,31
"8242",26,10,51,28,33,41,38
"8243",20,17,46,30,42,52,39
"8244",32,12,53,30,54,37,32
"8245",33,24,53,32,48,42,35
"8246",35,9,54,29,40,38,37
"8247",25,15,54,30,36,43,28
"8248",25,31,51,30,52,44,29
"8249",18,25,51,24,42,41,28
"8250",19,19,53,26,51,42,26
"8251",29,19,57,27,43,39,35
"8252",30,22,57,30,51,41,33
"8253",26,13,56,29,53,43,34
"8254",22,12,48,23,42,43,33
"8255",36,10,51,28,47,45,26
"8256",26,19,52,26,55,45,44
"8257",30,18,53,29,38,40,37
"8258",29,14,53,26,39,43,39
"8259",17,24,51,29,61,40,33
"8260",19,7,51,26,40,42,28
"8261",24,18,59,29,44,44,30
"8262",39,29,59,30,44,43,34
"8263",27,22,62,32,41,45,33
"8264",43,18,47,26,47,42,44
"8265",27,16,59,23,42,45,44
"8266",29,15,48,29,46,45,43
"8267",26,9,48,29,52,42,31
"8268",20,15,51,28,45,48,31
"8269",27,27,55,27,50,44,28
"8270",28,16,57,27,50,40,33
"8271",27,22,55,24,38,41,40
"8272",23,15,52,26,55,46,33
"8273",31,17,55,28,34,39,27
"8274",23,10,52,27,41,41,33
"8275",23,27,56,27,48,45,36
"8276",30,16,56,28,49,43,41
"8277",18,18,53,28,43,39,34
"8278",26,9,52,27,40,45,38
"8279",22,15,63,26,34,42,34
"8280",33,8,59,25,48,44,38
"8281",25,16,54,28,37,39,32
"8282",29,20,56,26,39,43,31
"8283",24,18,53,27,43,47,29
"8284",32,12,54,31,38,40,39
"8285",25,21,48,27,34,42,33
"8286",33,17,61,26,35,44,30
"8287",28,13,54,26,36,35,38
"8288",27,9,49,29,45,45,33
"8289",38,25,53,26,39,35,36
"8290",27,21,51,26,46,41,28
"8291",21,38,52,32,43,41,32
"8292",25,29,48,30,47,35,46
"8293",27,15,50,31,38,44,40
"8294",24,13,59,31,45,41,33
"8295",32,9,54,24,47,40,33
"8296",27,29,48,29,51,40,32
"8297",22,19,56,24,35,47,34
"8298",26,23,62,29,38,43,38
"8299",30,10,56,29,44,41,31
"8300",45,22,54,29,35,40,37
"8301",18,30,57,30,44,44,30
"8302",39,15,54,26,47,51,25
"8303",30,26,50,31,54,41,28
"8304",52,18,45,28,40,43,30
"8305",27,18,50,27,37,43,29
"8306",24,23,59,38,49,45,32
"8307",27,10,53,31,29,46,43
"8308",25,18,59,32,37,41,30
"8309",27,30,53,24,43,40,38
"8310",40,17,51,30,38,34,34
"8311",28,23,52,32,45,49,34
"8312",31,14,52,24,39,39,31
"8313",26,33,53,25,42,39,33
"8314",40,16,52,28,59,39,27
"8315",26,13,54,29,40,46,32
"8316",32,29,46,32,44,40,32
"8317",25,13,55,31,52,41,29
"8318",37,16,56,30,52,41,33
"8319",40,17,49,26,44,42,38
"8320",20,16,44,30,45,41,41
"8321",33,7,51,32,52,45,39
"8322",38,22,53,29,49,39,33
"8323",23,16,40,34,46,45,29
"8324",26,21,51,23,47,40,31
"8325",34,18,54,28,40,43,32
"8326",20,15,53,24,51,41,37
"8327",26,6,58,24,38,46,35
"8328",32,13,51,26,31,46,32
"8329",28,23,55,25,34,38,36
"8330",36,22,53,32,50,41,34
"8331",31,24,44,20,41,39,29
"8332",37,13,50,27,53,43,33
"8333",26,37,53,28,43,37,31
"8334",24,9,55,31,37,41,31
"8335",23,14,47,33,44,44,35
"8336",36,17,56,29,49,37,34
"8337",37,25,50,28,40,46,29
"8338",28,21,55,32,50,43,26
"8339",28,19,54,26,31,39,32
"8340",23,7,48,34,45,33,36
"8341",38,13,50,28,45,41,30
"8342",32,11,50,33,33,36,28
"8343",31,11,45,22,57,46,33
"8344",32,19,55,30,50,39,36
"8345",29,21,57,23,43,41,29
"8346",34,21,52,28,53,48,31
"8347",34,10,56,27,41,48,37
"8348",26,14,47,30,41,41,34
"8349",27,26,57,25,46,40,32
"8350",35,17,50,30,48,43,29
"8351",34,18,48,30,39,42,24
"8352",31,15,49,28,37,49,28
"8353",34,10,53,26,47,43,31
"8354",26,10,57,22,50,45,32
"8355",19,9,55,25,53,40,29
"8356",24,24,58,25,32,39,40
"8357",27,13,51,25,37,47,34
"8358",33,15,55,29,51,39,40
"8359",33,21,52,26,42,49,34
"8360",20,9,53,23,44,40,35
"8361",42,10,47,23,29,45,43
"8362",27,12,48,26,50,39,41
"8363",30,8,52,27,34,42,31
"8364",31,13,55,31,42,44,39
"8365",35,21,53,24,42,44,23
"8366",30,13,54,30,47,38,25
"8367",35,17,53,27,45,39,39
"8368",26,7,52,25,49,43,30
"8369",34,30,52,28,48,48,43
"8370",27,28,58,31,45,41,31
"8371",31,17,47,26,44,38,30
"8372",22,17,55,29,36,38,39
"8373",35,30,50,27,45,39,33
"8374",30,15,53,29,34,40,40
"8375",29,24,53,29,53,38,36
"8376",28,19,56,29,49,41,29
"8377",23,5,55,28,32,49,24
"8378",14,18,51,31,33,45,33
"8379",28,23,54,22,41,44,27
"8380",30,12,48,34,43,39,39
"8381",22,25,56,23,48,48,30
"8382",18,10,59,25,50,51,34
"8383",44,20,51,26,48,44,28
"8384",27,10,55,23,37,45,30
"8385",22,18,52,29,32,48,32
"8386",42,14,52,27,37,45,34
"8387",23,31,51,31,50,43,33
"8388",28,16,51,36,52,45,39
"8389",24,26,48,29,44,48,34
"8390",26,16,45,36,47,42,40
"8391",25,8,55,33,45,43,31
"8392",30,32,47,26,46,45,30
"8393",34,11,51,31,57,42,24
"8394",34,18,56,28,42,36,30
"8395",34,21,55,29,46,38,39
"8396",26,13,54,30,38,48,40
"8397",34,15,50,25,51,48,36
"8398",34,13,54,27,49,47,37
"8399",25,23,56,29,47,41,36
"8400",19,17,55,33,49,46,29
"8401",26,13,52,29,43,40,35
"8402",32,13,51,25,42,42,28
"8403",31,6,54,25,48,36,37
"8404",28,19,52,25,49,35,31
"8405",24,12,45,27,50,41,34
"8406",25,9,45,34,36,41,31
"8407",28,32,50,31,41,40,37
"8408",26,30,54,27,50,41,36
"8409",29,13,45,27,53,41,37
"8410",30,15,43,32,40,46,35
"8411",29,13,49,28,45,47,34
"8412",28,19,51,25,48,34,28
"8413",43,18,54,31,53,48,34
"8414",26,16,52,28,40,48,35
"8415",34,8,51,24,43,39,28
"8416",24,18,51,27,39,42,35
"8417",20,22,50,28,47,39,38
"8418",35,25,52,27,28,40,31
"8419",24,15,55,24,47,46,26
"8420",16,13,56,27,50,39,24
"8421",37,13,55,32,41,47,32
"8422",28,38,52,27,35,39,36
"8423",25,24,53,26,46,43,40
"8424",28,23,58,36,44,38,30
"8425",34,27,49,29,37,38,34
"8426",36,19,60,31,59,41,35
"8427",21,7,48,28,58,46,36
"8428",31,25,48,33,62,43,29
"8429",26,25,58,34,31,36,32
"8430",31,22,57,27,50,43,36
"8431",23,10,54,27,42,41,33
"8432",28,32,50,23,44,46,28
"8433",25,7,55,31,47,48,40
"8434",21,17,52,28,32,42,30
"8435",21,20,52,31,50,48,28
"8436",24,21,52,32,43,43,38
"8437",20,9,48,27,53,38,41
"8438",27,11,54,30,44,40,32
"8439",31,15,49,29,37,45,31
"8440",36,13,58,35,50,40,41
"8441",32,8,50,26,40,46,27
"8442",43,25,56,32,43,42,27
"8443",32,14,56,35,41,44,31
"8444",43,21,49,26,45,41,31
"8445",20,18,55,28,49,38,30
"8446",36,22,61,20,53,50,37
"8447",26,28,53,22,48,41,30
"8448",19,16,53,30,31,42,33
"8449",27,8,52,26,41,40,33
"8450",37,11,47,25,48,44,33
"8451",44,13,57,30,41,43,38
"8452",29,18,55,28,50,43,35
"8453",20,18,53,30,38,52,28
"8454",27,16,61,26,43,31,37
"8455",30,16,52,22,35,39,32
"8456",28,18,57,29,31,43,35
"8457",23,20,55,27,37,40,33
"8458",20,19,58,22,42,47,30
"8459",29,19,56,29,45,41,27
"8460",28,13,48,33,43,41,42
"8461",39,12,56,28,37,47,35
"8462",28,16,54,28,41,43,32
"8463",25,13,53,32,51,49,34
"8464",30,18,59,33,47,41,30
"8465",20,22,49,26,43,38,39
"8466",34,16,55,29,49,47,40
"8467",22,19,51,30,57,43,28
"8468",30,27,56,26,41,44,40
"8469",27,12,55,24,44,41,38
"8470",34,13,54,27,47,49,32
"8471",29,25,51,28,37,38,35
"8472",29,17,55,31,38,42,37
"8473",36,11,60,29,42,42,31
"8474",24,20,47,31,40,46,31
"8475",21,20,46,25,42,43,37
"8476",24,19,51,24,45,41,31
"8477",28,22,54,31,47,45,31
"8478",40,35,55,25,47,42,38
"8479",28,11,45,26,42,46,39
"8480",26,15,57,28,48,43,37
"8481",35,15,50,24,46,39,25
"8482",19,29,56,26,37,36,36
"8483",21,18,59,32,46,44,30
"8484",21,27,54,23,61,37,32
"8485",30,17,57,32,51,37,31
"8486",24,13,57,29,53,42,32
"8487",33,15,52,29,50,43,31
"8488",31,34,57,31,61,40,36
"8489",24,25,51,26,58,44,28
"8490",26,26,49,26,48,41,36
"8491",28,21,53,28,40,44,36
"8492",26,15,58,24,43,40,30
"8493",37,8,57,29,40,38,38
"8494",35,22,54,35,39,39,32
"8495",29,18,61,25,51,42,32
"8496",27,17,59,29,56,46,37
"8497",32,24,50,27,40,39,33
"8498",34,13,50,31,62,40,29
"8499",21,24,52,29,48,36,38
"8500",29,28,55,31,54,41,36
"8501",31,27,54,24,42,37,39
"8502",23,22,56,31,44,40,36
"8503",27,15,48,29,35,42,27
"8504",27,10,45,32,45,39,37
"8505",23,21,52,28,38,46,26
"8506",27,21,55,34,36,43,39
"8507",20,14,55,33,55,41,42
"8508",26,22,57,27,50,39,41
"8509",24,17,51,30,38,43,30
"8510",20,6,56,36,46,41,36
"8511",26,10,52,27,50,54,37
"8512",27,38,48,30,40,38,41
"8513",22,30,53,27,59,42,29
"8514",27,34,52,27,48,39,30
"8515",43,19,53,28,45,43,35
"8516",22,19,48,32,49,49,31
"8517",25,11,59,29,46,39,35
"8518",28,10,50,23,41,43,39
"8519",26,8,53,31,38,40,41
"8520",17,10,49,26,32,44,32
"8521",18,11,58,30,50,36,33
"8522",37,16,49,25,44,40,30
"8523",23,7,49,27,33,45,35
"8524",23,19,54,28,37,45,34
"8525",31,11,54,33,52,42,38
"8526",25,11,61,36,37,43,31
"8527",21,9,53,33,37,43,35
"8528",28,30,50,18,37,40,34
"8529",21,13,61,23,47,43,28
"8530",22,13,53,28,45,36,29
"8531",32,12,49,34,46,41,35
"8532",25,20,60,29,34,43,36
"8533",26,20,55,24,44,49,31
"8534",26,25,56,34,33,48,29
"8535",23,14,51,33,38,44,34
"8536",23,15,50,25,53,41,30
"8537",42,20,46,30,42,42,26
"8538",30,23,52,23,42,42,32
"8539",35,15,55,30,50,41,32
"8540",21,17,48,29,48,44,41
"8541",27,17,53,32,50,42,35
"8542",36,9,60,24,59,41,37
"8543",34,19,51,25,32,44,42
"8544",24,31,48,24,49,44,31
"8545",30,27,54,26,32,40,31
"8546",25,14,55,24,45,38,37
"8547",22,21,57,26,46,44,30
"8548",28,25,49,30,59,44,34
"8549",23,10,57,37,40,41,29
"8550",28,19,49,26,38,45,28
"8551",38,19,47,28,35,42,29
"8552",28,16,60,40,51,38,33
"8553",48,18,54,25,45,45,37
"8554",25,19,54,30,49,44,24
"8555",30,14,48,32,40,39,39
"8556",19,17,57,26,47,40,35
"8557",31,21,52,28,33,42,44
"8558",27,26,55,30,66,44,28
"8559",25,10,50,28,51,44,31
"8560",23,20,53,30,37,39,36
"8561",25,35,47,26,48,43,35
"8562",27,15,48,34,49,45,35
"8563",29,22,50,33,45,36,26
"8564",28,19,54,32,49,41,35
"8565",37,19,52,31,40,39,35
"8566",26,35,53,29,51,43,28
"8567",19,11,55,22,48,48,38
"8568",37,14,47,32,37,38,31
"8569",30,12,55,25,44,41,37
"8570",10,9,50,29,44,40,27
"8571",53,14,54,31,30,39,33
"8572",20,15,55,26,48,50,33
"8573",32,19,49,29,40,46,39
"8574",22,16,49,29,42,41,42
"8575",29,18,43,28,38,40,37
"8576",37,15,52,33,42,42,29
"8577",25,16,53,27,43,39,32
"8578",29,8,49,27,43,45,38
"8579",24,17,53,26,41,46,36
"8580",25,20,58,24,40,41,39
"8581",35,14,55,24,38,38,29
"8582",25,10,46,26,47,40,31
"8583",32,24,51,30,43,37,29
"8584",22,8,49,28,32,49,30
"8585",33,17,58,29,55,39,29
"8586",25,21,50,29,42,43,31
"8587",26,15,47,27,60,40,31
"8588",25,23,51,33,36,42,42
"8589",29,14,58,24,48,38,30
"8590",37,15,57,23,46,41,40
"8591",33,20,55,30,34,42,33
"8592",40,13,54,27,49,46,34
"8593",23,19,51,29,39,44,34
"8594",40,22,48,29,32,45,39
"8595",25,10,54,26,36,45,31
"8596",22,16,57,28,33,44,29
"8597",26,11,55,27,34,43,33
"8598",21,20,47,27,43,44,37
"8599",29,19,60,24,37,51,36
"8600",21,21,47,28,33,44,30
"8601",25,16,44,27,36,37,32
"8602",32,13,57,25,46,40,35
"8603",25,10,55,23,49,42,31
"8604",34,14,53,26,48,42,25
"8605",33,13,49,29,51,36,26
"8606",19,18,53,30,54,44,44
"8607",48,9,57,29,47,38,29
"8608",31,24,52,30,46,45,29
"8609",25,12,53,31,43,42,37
"8610",33,14,52,30,40,41,40
"8611",38,14,53,34,57,47,30
"8612",41,22,52,24,38,45,31
"8613",29,10,58,24,49,37,31
"8614",27,18,55,32,44,32,39
"8615",20,23,53,30,41,42,27
"8616",31,8,54,29,53,41,36
"8617",31,10,50,29,48,37,30
"8618",20,17,54,28,37,43,37
"8619",39,24,54,29,48,42,32
"8620",28,13,52,28,37,40,38
"8621",32,19,58,30,46,42,36
"8622",30,10,53,32,32,42,26
"8623",23,19,51,33,44,33,27
"8624",20,12,52,27,46,39,38
"8625",31,11,58,28,45,46,40
"8626",23,14,55,26,33,38,32
"8627",33,9,49,29,43,43,26
"8628",27,9,53,24,58,45,34
"8629",30,10,48,25,57,36,37
"8630",31,15,58,30,47,46,25
"8631",33,12,56,26,46,47,25
"8632",37,14,59,25,38,44,32
"8633",37,26,51,25,41,39,32
"8634",23,13,54,25,47,43,32
"8635",35,27,58,29,42,36,43
"8636",29,12,56,26,42,44,31
"8637",33,10,54,24,53,50,31
"8638",24,11,47,30,37,41,39
"8639",18,8,56,35,43,41,36
"8640",36,11,58,29,34,43,35
"8641",24,12,58,35,55,40,34
"8642",31,22,53,33,44,45,34
"8643",24,20,54,34,32,45,32
"8644",27,13,48,34,41,39,30
"8645",34,15,56,30,41,41,45
"8646",28,17,49,27,40,42,26
"8647",24,23,48,22,36,45,32
"8648",23,13,50,30,51,44,39
"8649",23,22,54,27,50,41,38
"8650",24,10,60,30,54,36,31
"8651",34,24,59,31,45,48,34
"8652",24,22,52,30,49,39,33
"8653",31,15,53,28,44,42,43
"8654",23,17,49,30,51,44,35
"8655",23,20,53,27,55,38,38
"8656",23,18,57,32,44,43,33
"8657",26,27,57,25,35,46,35
"8658",26,16,56,29,42,40,28
"8659",25,25,48,27,49,35,23
"8660",29,14,48,27,54,44,30
"8661",28,24,52,30,45,39,24
"8662",39,15,55,30,44,36,31
"8663",27,11,49,28,42,45,44
"8664",38,11,51,27,40,41,32
"8665",28,20,54,31,53,38,29
"8666",29,8,50,25,40,42,25
"8667",38,9,63,24,51,44,37
"8668",30,14,53,26,36,37,35
"8669",22,5,57,28,40,39,38
"8670",16,13,51,26,55,39,33
"8671",29,24,50,25,55,43,33
"8672",41,11,57,27,38,46,34
"8673",30,18,60,24,39,39,28
"8674",27,20,50,25,33,38,35
"8675",38,20,54,23,59,45,35
"8676",33,29,53,34,43,47,33
"8677",22,24,52,30,45,45,39
"8678",22,18,52,25,39,45,34
"8679",41,25,51,26,50,44,38
"8680",28,29,55,31,40,42,32
"8681",31,16,51,27,58,42,40
"8682",22,19,56,27,34,44,37
"8683",42,20,51,29,40,45,30
"8684",35,31,56,32,35,44,40
"8685",33,23,58,29,40,52,34
"8686",37,19,57,26,49,38,32
"8687",20,20,53,27,49,46,31
"8688",25,15,52,27,36,41,34
"8689",34,16,51,28,56,42,31
"8690",26,24,44,25,51,44,33
"8691",22,12,50,34,41,43,29
"8692",28,17,50,25,48,41,37
"8693",22,28,57,29,41,41,32
"8694",28,14,55,32,42,39,37
"8695",29,11,54,30,34,40,35
"8696",27,9,56,24,57,36,33
"8697",28,9,60,28,44,43,37
"8698",39,8,56,32,44,42,35
"8699",37,21,53,28,48,39,36
"8700",24,15,58,31,43,42,34
"8701",17,19,54,34,43,43,29
"8702",32,21,56,30,51,44,31
"8703",36,38,54,31,54,48,33
"8704",28,24,48,25,52,39,33
"8705",22,19,56,26,47,42,33
"8706",40,14,54,23,44,37,35
"8707",26,14,46,33,50,50,42
"8708",33,14,50,28,52,39,30
"8709",27,18,51,36,36,40,28
"8710",38,20,53,28,40,41,28
